37,科技创新促进局在几楼,您好，在本栋大厦17楼，坐电梯前往即可。
38,创业服务中心在几楼,您好，在本栋大厦18楼，坐电梯前往即可。
39,投资促进局在几楼,您好，在本栋大厦18楼，坐电梯前往即可。
40,质监分局、工商分局在几楼,您好，在本栋大厦19楼，坐电梯前往即可。
41,规划建设局在几楼,您好，在本栋大厦20楼，坐电梯前往即可。
42,产业发展局在几楼,您好，在本栋大厦20楼，坐电梯前往即可。
43,财政局在几楼,您好，在本栋大厦21楼，坐电梯前往即可。
44,监察审计局在几楼,您好，在本栋大厦21楼，坐电梯前往即可。
45,组织与人力资源部在几楼,您好，在本栋大厦21楼，坐电梯前往即可。
46,党政办在几楼,您好，在本栋大厦22楼，坐电梯前往即可。
47,大厅中午休息吗,您好，大厅中午12:00至13:00有值班窗口，下午13:00全部返岗办公。
48,下午几点钟上班,您好，大厅中午12:00至13:00有值班窗口，下午13:00全部返岗办公。
49,观山湖区政务服务大厅在哪儿,您好，观山湖区政务服务大厅位于长岭南路绿地环保对面，您也可拨打：0851-84856498咨询办理。
50,麒龙商务港在哪儿,您好，麒龙商务港位于观山湖阳关大道与210国道交汇处。
51,在哪儿取号,您好，大厅咨询台周围有三台取号机均可取号，您也可以扫描二维码关注政务服务中心公众号或下载APP取号。
52,过号了怎么办,您好，过号后10分钟内可在大厅取号机上重新激活，激活后系统将优先叫号，超过10分钟将不能激活。
53,手机取号了还要打印纸质号吗,您好，网络取号可凭手机上取的号码直接到窗口办理，不需打印纸质号。
54,手机取号的截图可以办理吗,抱歉，手机截图窗口不予以接待办理。
55,大厅什么时候上班,您好，大厅工作日内上午9:00-下午17:00为正常办公时间。
56,什么时候可以取号,您好，工作日内上午9:00-下午17:00为取号时间，网络取号时间提前半小时，如需咨询请拨打：0851-84878108咨询办理。
57,怎么手机显示不能取号了,您好，如您已被锁号或超过当日网络取号时间，网络取号将自动关闭，您可以在大厅取号机上取号，如需咨询请拨打：0851-84878108咨询办理。
58,手机上怎么看办到多少号了,您好，登录取号界面后将自动显示大厅叫号情况并会实时更新，如需咨询请拨打：0851-84878108咨询办理。
59,大厅可以上网/下载吗,您好，按照大厅指示牌导引，由大厅正门进入后右转的24小时自助服务区及全程电子化服务专区，均配备了大量电脑，您可自行登录使用。
60,24小时自助服务区有人引导吗,您好，24小时自助服务区在正常办公时间有专人指导，其他时段您可以根据自助机器上方的PPT指引操作。
61,大厅在什么位置,你好，高新区政务服务大厅位于贵州省贵阳市阳关大道110号，如需咨询请拨打：0851-84878108咨询办理。
62,网上取的号在哪儿打印,您好，网络取号可凭手机上取的号码直接到窗口办理，不需打印纸质号。
63,微企办在哪儿,您好，在本栋大厦19楼，与工商局在一起，坐电梯前往即可。
64,税务后台办公室在哪儿,您好，在大厅后台审批办公室处，按照大厅指示牌导引，从大厅入口处直行穿过33号窗口旁边通道，右转正数第二间即是。
65,税务表格怎么填，有模板吗,您好，税务表格填写可直接到大厅1号窗口咨询，同时1号窗口处配有表格模板，如需咨询请拨打电话：0851-84878115。
66,金税盘在哪儿办理,您好，请前往105票证室办理（18号窗口正对面)。
67,缴税在哪家银行都行吗,您好，您可以前往贵阳银行缴纳税款，从大厅正门出门右转即到。
68,缴税可以付现金吗,您好，大厅窗口不收取现金，您可在大厅窗口刷卡或前往大厅旁边贵阳银行缴纳，如需咨询请拨打电话：0851-84878115。。
69,购买发票/三证合一/税务登记/开发票要怎么办理,您好，税务部门业务可前往大厅1号窗口直接咨询，办理请取号，待叫号后前往相应窗口办理业务，如需咨询请拨打电话：0851-84878115。。
70,办理税务业务到哪儿,您好，大厅2-4、21、22、26-32号均是税务窗口，以上窗口都可以办理，如需咨询请拨打电话：0851-84878115。
71,税务专管员去哪找,您好，税务专管员在本栋大厦17楼税务局，坐电梯前往即可。
72,能交车购税吗,您好，交车购税请前往大厅21、22号窗口咨询办理。
73,减免税怎么办,您好，请前往大厅1号窗口直接咨询，办理请取号，待叫号后前往相应窗口办理业务，如需咨询请拨打电话：0851-84878115。
74,缴纳罚款在哪儿,您好，在税务部门办理，办理请取号，待叫号后前往相应税务服务窗口办理业务，如需咨询请拨打电话：0851-84878115。
75,开户行录入怎么办,您好，咨询请直接前往大厅1号窗口，办理请取号，待叫号后前往相应窗口办理业务，如需咨询请拨打电话：0851-84878115。
76,代开发票怎么办,您好，金额十万元以下发票请在大厅自助开票机上开具（24小时自助服务区内），超过十万元请取号到窗口咨询办理。
77,自助开票机怎么用,您好，请将身份证在自助开票机刷卡处刷卡，然后按照机器显示的办理步骤开具即可。
78,三方协议在怎么办,您好，请前往大厅1号窗口直接咨询，办理请取号，待叫号后前往相应窗口办理业务。
79,外出经营证明在哪儿办,您好，请取号到税收服务窗口按号办理，如需咨询请拨打电话：0851-84878115。
80,税务局窗口电话是多少,您好，税务局窗口电话为0851-84878115
81,工商局调档案去哪儿办,您好，在本栋大厦19楼工商局档案室办理，坐电梯前往即可。
82,办理营业执照的相关业务到哪儿,您好，6、7、8号是市场准入类窗口，专门负责营业执照事宜，相关业务请取号后前往窗口咨询办理或拨打咨询电话：0851-84878106。
83,办理营业执照相关业务需要的资料在哪下载,您好，所需资料表格请前往6、7、8号市场准入类窗口直接领取，如需咨询请拨打电话：0851-84878106。
84,市场准入类窗口电话是多少,您好，市场准入类窗口电话为0851-84878106
85,营业执照相关业务的表格怎么填写，有模板吗,您好，表格填写可直接到6、7、8号窗口咨询，大厅填单台上均有模板，如需咨询请拨打电话：0851-84878106。
86,查公司章程在哪儿查,您好，在本栋大厦19楼工商局档案室办理，坐电梯前往即可。
87,名称预核准在哪办,您好，请前往6号窗口咨询办理，如需电话咨询请拨打：0851-84878106。
88,安装电梯的证明在哪儿办,您好，5号窗口是经济社会类窗口，相关业务请取号后前往窗口咨询办理，如需电话咨询请拨打：0851-84878127。
89,经济社会类窗口电话是多少,您好，经济社会类窗口电话为0851-84878127
90,沙文创业园是不是高新区管辖,您好，沙文创业园是由高新区管辖，地址位于贵阳市白云区沙文镇。
91,我想在高新区投资找哪个部门，有哪些优惠政策,您好，相关事宜您可以到大厅14号招商代办政策服务窗口咨询办理，如需电话咨询请拨打：0851-84875746。
92,办理投资促进局业务到哪儿,您好，14号窗口是投资促进局窗口，相关业务请取号后前往窗口咨询办理，如需电话咨询请拨打：0851-84875746。
93,引进的人才有什么优惠政策吗,您好，相关事宜您可以到大厅14号招商代办政策服务窗口咨询办理，如需电话咨询请拨打：0851-84875746。
94,招商代办政策服务窗口/投资促进局窗口电话是多少,您好，投资促进局窗口电话为0851-84875746
95,施工许可证在哪办,您好，请取号后前往11号工程项目窗口咨询办理，如需电话咨询请拨打：0851-84878110。
96,工程项目窗口电话是多少,您好，工程项目窗口电话为0851-84878110
97,办理刻章到哪儿,您好，33号窗口是印章刻制窗口，相关业务请取号后前往窗口咨询办理。
98,办理征信/信用评级到哪儿,您好，35号窗口是企业征信窗口，相关业务请取号后前往窗口咨询办理。
99,大厅有代理服务吗,您好，34号窗口是企业代办窗口，相关业务请取号后前往窗口咨询办理。
100,刻章取什么号,您好，刻章请取“机构事项-中介服务”，然后按照您所需办理事项取号办理。
101,办理征信/信用评级取什么号,您好，办理征信/信用评级请取“机构事项-中介服务”，然后按照您所需办理事项取号办理。
102,办理代理服务取什么号,您好，办理代理服务请取“机构事项-中介服务”，然后按照您所需办理事项取号办理。
