31,什么是统一社会信用代码？,统一社会信用代码是指根据《国务院关于批转发展改革委等部门法人和其他组织统一社会信用代码制度建设总体方案的通知》（国发〔2015〕33号）的规定设计的覆盖全面、稳定且唯一的以组织机构代码为基础的法人和其他组织的统一代码。
32,如何将现有名称变更为无行政区划企业名称？,根据企业名称登记管理实施办法，企业名称变更为不含行政区划的，该企业注册资本（金）应不少于5000万人民币。企业应当向该企业的登记机关递交名称变更申请材料，企业登记机关受理后，上报国家市场监督管理总局核准。核准后，在企业的登记机关办理名称变更手续。
33,什么是驰名商标？,驰名商标是指在中国为相关公众广为知晓并享有较高声誉的商标。如：联想、海尔、海信等。
34,企业名称核准登记注册两个月后，可以申请企业名称变更吗？,根据《企业名称登记管理规定》第22条之规定，企业名称经核准登记注册后，无特殊原因在一年内不得申请变更。
35,符合什么条件的企业，其名称可以不含行政区划？,"根据企业名称登记管理实施办法第十三条经国家工商行政管理总局核准，符合下列条件之一的企业法人，可以使用不含行政区划的企业名称：（一）国务院批准的；（二）国家工商行政管理总局登记注册的；（三）注册资本（或注册资金）不少于5000万元人民币的；（四）国家工商行政管理总局另有规定的。"
36,企业名称是否可使用英文字母,根据企业名称禁限用规则第九条  企业名称应当使用符合国家规范的汉字，不得使用外文、字母和阿拉伯数字。
37,具备什么样的条件企业法人，可以将名称中的行政区划放在字号之后,根据企业名称登记管理实施办法第十二条：具备下列条件的企业法人，可以将名称中的行政区划放在字号之后，组织形式之前：（一）使用控股企业名称中的字号；（二）该控股企业的名称不含行政区划。
38,什么是“一址多照”？,指在该地区的办公区域，同一地址可以作为多家商事主体的住所。
39,企业在哪些情形下不适用企业简易注销程序？,"企业有下列情形之一的,不适用简易注销程序:    ①涉及国家规定实施准入特别管理措施的外商投资企业，不包括外商投资企业再投资的内资有限责任公司；②正在被列入企业经营异常名录或严重违法失信企业名单的；③有股权（投资权益）正在被依法冻结、出质或动产抵押等情形的；④有正在被立案调查、采取行政强制、司法协助或曾被予以行政处罚等情形的；⑤企业所属的非法人分支机构未办理注销登记的；⑥曾被终止简易注销程序的，包括曾被登记机关作出不予受理简易注销登记或者不予简易注销登记决定的等情形；⑦法律、行政法规或者国务院决定规定在注销登记前需经批准的，按照工商总局公布的工商登记前置审批目录执行；⑧不适用企业简易注销登记的其他情形。"
40,申请简易注销登记的企业，应当符合什么条件？,"申请简易注销登记的企业，应当符合以下两种情形之一：①领取营业执照后未开展经营活动，即”未开业”；②申请注销登记前未发生债权债务或已将债权债务清算完结的，即“无债权债务”。"
41,公告期结束后，企业应当在什么时限内向登记机关申请简易注销登记？,企业应当自公告期结束之日起30日内向登记机关申请简易注销登记。
42,企业简易注销登记的基本流程是什么？,通过国家企业信用信息公示系统公示进行简易注销公告，公示期满后，在办理有效期内到登记机关申请简易注销办理。
43,《全体投资人承诺书》应由谁签署？,投资人是自然人的，由本人签字；投资人是企业法人和其他组织的，加盖企业或相应组织的公章。
44,在公告期内被提出异议，对申请简易注销的企业有什么影响？,申请简易注销的企业，在公告期内被提出异议的，登记机关不予核准简易注销登记，企业可按按照一般注销程序办理注销登记。
45,如何查询企业简易注销的公告信息？,可以通过登录“国家企业信用信息公示系统”进行查询。
46,申请简易注销登记的企业还需要办理清税手续吗？,企业在简易注销公告前应当清税完结，全面结清应缴纳税款及办结其他涉税事务。但企业无需向登记机关提交清税证明。
47,简易注销公告期内，企业还可以办理其他工商登记业务吗？,企业一旦填报简易注销公告，不能申请办理其他工商登记业务，只能公示企业年报。
48,企业年报填写并公示后是否可以修改？,每年1月1日至6月30日期间可能进行年报信息修改。
49,如何查询企业年报是否已公示成功？,可以通过国家企业信用信息公示系统输入主体名称或统一社会信用代码查询年报公示情况。
50,如何修改国家企业信用信息公示系统的企业联络员信息？,企业可以凭原登记备案的相关有效信息，登录国家企业信用信息公示系统自主修改“企业联络员”。也可提交申请材料到登记机关进行企业联络员备案登记办理。
51,一个手机号或一个自然人是否可以关联多个企业，同时担任多个企业联络员？,一个手机号或一个自然人可以关联多个企业并担任多个企业联络员。
52,作为注册登记材料提交的租赁协议应当包括哪些内容？,"房屋租赁协议（合同）由当事人自行订立，但应当包括下列内容： （1）租赁双方的姓名（名称）。出租方应当是房屋所有权人、依法代管房屋的代管人、合法的受托人或有权转出租人。承租方应当是实际使用该场地经营的企业，在企业尚未成立的情况下也可由其拟任法定代表人或股东（大）会授权的自然人（单位）代为签署。（2）房屋性质。租赁协议（合同）到期日不得早于登记日期。（3）租赁地址。租赁地址必须与产权证明上的地址相一致，且写明具体室号、部位。（4）租赁期限。租赁协议（合同）到期日不得早于登记日期。"
53,有限责任公司章程应该载明那些内容？,"有限责任公司章程应当载明下列事项： （一）公司名称和住所； （二）公司经营范围； （三）公司注册资本； （四）股东的姓名或者名称； （五）股东的出资方式、出资额和出资时间； （六）公司的机构及其产生办法、职权、议事规则； （七）公司法定代表人； （八）股东会会议认为需要规定的其他事项。 股东应当在公司章程上签名、盖章。"
54,股东死亡后如何处理他的股权,"根据公司法第七十五条 股东资格的继承自然人股东死亡后，其合法继承人可以继承股东资格；但是，公司章程另有规定的除外。"
55,有限合伙企业最多可以有多少合伙人,有限合伙企业由2人以上50个以下合伙人设立；法律另有规定的除外。有限合伙企业至少应当有一个普通合伙人。
56,市场主体在高新区如何办理食品经营许可证？,高新区申请办理食品经营许可证可致电0851-84878127咨询。
57,高新区如何进行税务信息咨询？,高新区涉税信息可电话咨询：0851-84878115；窗口设立在高新区政务服务中心1号窗口。
58,高新区企业信息档案室在哪里？,高新区企业档案室地址位于贵阳市观山湖区阳关大道110号高新政务服务中心楼上19楼信息档案室。
59,高新区其他部门办公地点或对外公布的联系电话如何查询？,可在高新区政务服务中心咨询处现场咨询，也可致电0851-84878108咨询。
60,经营劳务派遣是否需要前置审批，如何办理？,设立登记可以在经营范围中申请劳务派遣经营范围核准，但需要取得审批许可后方可开展经营活动。变更登记则为前置审批事项，申请变更经营范围时需要到县级以上地方人力资源社会保障部门办理，取得审批许可方可办理经营范围变更登记。
61,道路运输需要办证吗？,道路运输需要到道路运输部门办理运输许可。
62,股东变更是否需要到登记办理机关现场签字？,变更股东需要提交由股东亲笔签名的申请材料由申请人到登记机关办理，无需到登记机关现场签字，通过手机下载身份验证APP进行身份认证即可办理。
63,企业申请变更公司地址，股东需要做实名验证吗,变更地址登记只需要委托人做实名验证即可。
64,有限责任公司可以变更为股份有限责任公司吗,可以变更。
